"","clbid","credits","crsid","departments","description","gereqs","groupid","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"113",57223,1,18485,"['SOAN']","This course explores the lives of gay, lesbian, bisexual, and transgender people from several social science perspectives. We'll look at whether gender and sexual orientation (both heterosexual and homosexual) are socially constructed or biologically natural, and what cross-cultural and historical examples can tell us. We'll look at controversies over the family and religious status of GLBT people, why homosexuality has become such a political issue, and movements for change. Offered during Interim.","",NA,"['Bruce Nordstrom-Loeb']",200,"['HH 307']","GLBT Lives and Issues","",246,"False","False","",2,"C",20072,"['M-F 1040-1240PM']","","Research",2007,30
"118",57237,1,1329,"['SPAN']","Students explore geographic, economic, political and ethnic dimensions of life in Costa Rica by combining intensive course work with such cross-cultural experiences as a homestay in San Jose, field work, visits to sites of cultural interest, and excursions to the Atlantic and Pacific coasts. They consolidate their language skills and continue to develop their skills for analyzing and communicating in Spanish through compositions, oral presentations, and interviews of Costa Ricans. Prerequisite: Spanish 231 or placement. Offered only during Interim.","",NA,"['Maggie Broner']",200,"","Inter Span II-C Rica","",234,"False","Prerequisite: Spanish 231 or placement. Offered only during Interim.","",2,"C",20072,"","Intermediate Spanish II in Costa Rica","Research",2007,22
"119",57238,1,1328,"['SPAN']","Students explore geographic, economic, political, and ethnic dimensions of life in present-day Ecuador by combining intensive course work with such cross-cultural experiences as a homestay in Quito, interactions with students, and field trips to indigenous communities in Otavalo and the Amazon region east of Tena. They consolidate their language skills and continue to develop their skills for analyzing and communicating in Spanish through compositions, oral presentations, and interviews of Ecuadorians. Prerequisite: Spanish 231or placement. Offered only during Interim.","['MCG']",NA,"['Kris A. Cropsey']",200,"","Inter Span II-Ecuador","",233,"False","Prerequisite: Spanish 231or placement. Offered only during Interim.","",2,"C",20072,"","Intermediate Spanish II in Ecuador","Research",2007,22
"120",57243,1,1326,"['SPAN']","Through exploring the geographic and human diversity of the Spanish-speaking world, students develop increasingly complex skills for analyzing and communicating in Spanish. They study such essential dimensions of that world as: (1) geography and development; (2) environmental challenges and solutions; (3) population and demographic changes and challenges; and (4) ethnic diversity. Prerequisite: Spanish 112 or placement. Offered Fall, Interim, and Spring Semesters.","",NA,"['Barbara Olson']",200,"['OM 031', 'OM 031']","Intermed Spanish I","Open to all students who meet the requirements.",231,"False","Prerequisite: Spanish 112 or placement. Offered Fall, Interim, and Spring Semesters.","",2,"O",20072,"['M-F 1040-1140', 'M-F 0100-0300PM']","Intermediate Spanish I","Research",2007,13
"149",57272,1,993,"['PHIL']","Prerequisite: one Level III course in philosophy.","",NA,"['Corliss Swain']",300,"","IR/Gender/Soc. Construct","",398,"False","Prerequisite: one Level III course in philosophy.","",2,"O",20072,"","Independent Research","Research",2007,1
"221",57366,1,405,"['ENGL']","These courses treat specific periods in British literature and examine the relationship between literary texts and movements and their particular cultural, political, and historical contexts. Each offering of this course examines a different literary era and emphasizes specific literary and historical issues. Students may register for the course more than once provided a different era is studied. Prerequisite: FYW or equivalent. ---------------------------------------------------------------------------------------------------- The Middle Ages focuses upon Anglo-Saxon and Middle English literature, including the Beowulf poet, Chaucer, Julian of Norwich, and Malory, in the context of emerging ideas such as heroism, the role of women, and the relationship between secular society and the Church. ---------------------------------------------------------------------------------------------------- The Renaissance examines radical literary changes in English literature, as they occur in Spenser, Shakespeare, Lanyer, Donne, and Milton, in such contexts as the Protestant Reformation and strife over Puritanism, court politics under Elizabeth and James, and the English Civil War. ---------------------------------------------------------------------------------------------------- The Age of Englightenment focuses upon neoclassical poetry and satire and the emergence of the novel. Writers such as Dryden, Behn, Swift, Pope, and Fielding are read in the context of political and social revolutions, the African slave trade, and the growth of modern capitalism. ---------------------------------------------------------------------------------------------------- The Romantic Period considers the outburst of literary creativity in such poets as Blake, Wordsworth, Coleridge, Byron, Shelley, and Keats and such prose writers as Wollstonecraft, Scott, Austen, and Mary Shelley, in the context of revolutionary politics, encounters with nature and the rise of industrialized, consumer capitalism. ---------------------------------------------------------------------------------------------------- The Victorian Period, a time of British political and cultural dominance, examines the work of such writers as Tennyson, Robert and Elizabeth Barrett Browning, Dickens, and the Brontës, in the context of scientific, industrial and colonial growth, religious skepticism, and challenges to class and gender inequalities. ---------------------------------------------------------------------------------------------------- Modern British Literature focuses on the literature reflecting modern turbulence, innovation, and alienation, as in Joyce, Lawrence, Woolf, and Eliot, in the context of World War, social and economic crises, and radical artistic experimentalism.","",NA,"['Jonathan Hill']",200,"['RML 515']","Literary Eras: Romantics","Open to all students who have completed FYW or equivalent.",230,"False","Prerequisite: FYW or equivalent. ---------------------------------------------------------------------------------------------------- The Middle Ages focuses upon Anglo-Saxon and Middle English literature, including the Beowulf poet, Chaucer, Julian of Norwich, and Malory, in the context of emerging ideas such as heroism, the role of women, and the relationship between secular society and the Church. ---------------------------------------------------------------------------------------------------- The Renaissance examines radical literary changes in English literature, as they occur in Spenser, Shakespeare, Lanyer, Donne, and Milton, in such contexts as the Protestant Reformation and strife over Puritanism, court politics under Elizabeth and James, and the English Civil War. ---------------------------------------------------------------------------------------------------- The Age of Englightenment focuses upon neoclassical poetry and satire and the emergence of the novel. Writers such as Dryden, Behn, Swift, Pope, and Fielding are read in the context of political and social revolutions, the African slave trade, and the growth of modern capitalism. ---------------------------------------------------------------------------------------------------- The Romantic Period considers the outburst of literary creativity in such poets as Blake, Wordsworth, Coleridge, Byron, Shelley, and Keats and such prose writers as Wollstonecraft, Scott, Austen, and Mary Shelley, in the context of revolutionary politics, encounters with nature and the rise of industrialized, consumer capitalism. ---------------------------------------------------------------------------------------------------- The Victorian Period, a time of British political and cultural dominance, examines the work of such writers as Tennyson, Robert and Elizabeth Barrett Browning, Dickens, and the Brontës, in the context of scientific, industrial and colonial growth, religious skepticism, and challenges to class and gender inequalities. ---------------------------------------------------------------------------------------------------- Modern British Literature focuses on the literature reflecting modern turbulence, innovation, and alienation, as in Joyce, Lawrence, Woolf, and Eliot, in the context of World War, social and economic crises, and radical artistic experimentalism.","",2,"C",20072,"['M-F 1040-1240PM']","Literary Eras: British","Research",2007,35
"225",57377,1,338,"['EDUC']","Students examine the influence of race, class and multiculturalism in American schools by participating as teachers' assistants and tutors in two distinctly different K-12 settings. Through guest lectures, readings, field trips and seminars, students explore the unique geography and culture of the Hawaiian Islands and develop a framework for examining diversity on the mainland. Prerequisite: Education 290, 2.5 GPA, meeting all off-campus study requirements and satisfactory portfolio progress. Fulfills Education 382 and partially fulfills field experience requirements. Students apply in the Spring Semester. Counts toward the major: American Racial and Multicultural Studies. P/N only. Offered annually during Interim.","",NA,"['Mark Schelske']",300,"","Multi-Cult Ed Hawaii","",378,"True","Prerequisite: Education 290, 2.5 GPA, meeting all off-campus study requirements and satisfactory portfolio progress. Fulfills Education 382 and partially fulfills field experience requirements. Students apply in the Spring Semester. Counts toward the major: American Racial and Multicultural Studies. P/N only. Offered annually during Interim.","",2,"C",20072,"","Multicultural Education in Hawaii: Seminar and Practicum","Research",2007,20
"228",57383,1,85,"['ASIAN']","In this Interim course, students who have completed the Asian Conversations sequence travel to sites in China and Japan in order to experience those cultures firsthand and to study Chinese and Japanese constructions of national identity. Through readings, site visits, interactions with peers in the target languages, homestays, and journal writing in both English and their target language, students learn about how Asians in these two countries perceive themselves and their role in the region and in the world, both in the past and in the present. Prerequisite: Asian Studies 21 or permission of the instructor. Offered for the last time in Interim 2008.","",NA,"['Katherine S. Tegtmeyer Pak']",200,"","Nat ID/China & Japan","",212,"False","Prerequisite: Asian Studies 21 or permission of the instructor. Offered for the last time in Interim 2008.","",2,"C",20072,"","Asian Conversations: National Identity in China and Japan","Research",2007,20
"247",57418,1,565,"['HIST']","On the basis of selected works of O.E. Rølvaag, including Giants in the Earth, this course considers the literature and history of Norwegian America in the later 19th and early 20th centuries. For the sake of comparison students also read selections from other Norwegian and Norwegian-American authors. Topics for consideration include ecology, family, gender, agriculture, economics, technology, urbanization, religion, immigration, ethnicity, and American pluralism. Offered periodically.","",NA,"['Todd W. Nichol']",100,"['RML 421']","Rolvaag's America","Open to first-year students only.",168,"False","False","",2,"C",20072,"['M-F 1040-1240PM']","Rølvaag's America","Research",2007,18
"248",57419,1,532,"['GCON']","Students explore the Greek and Hebrew legacies in Roman society and in the New Testament, discussing various attempts to find personal fulfillment in political life, in stoicism and epicureanism, and in the teachings of Christ and St. Paul. Students read works by Cicero, Horace, Virgil, Epictetus, the writers of the New Testament and study the artistry of Roman sculpture. Offered only during Interim.","",NA,"['Charles Wilson']",100,"['HH 514']","Romans & Christians","",115,"False","False","A",2,"C",20072,"['M-F 0100-0300PM']","The Tradition Continuing: The Romans and the Christians","Research",2007,21
