"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"101",105200,1,410,"['ENGL']","Students explore the histories, cultural patterns, religious practices, key institutions, gender issues, narrative styles, and significant contributions to our nation of an array of racial and multicultural groups. Such diverse writers as Leslie Silko, Chaim Potok, Amy Tan, and Toni Morrison raise questions about voice and identity, both individual and collective. Counts toward American studies and race and ethnic studies majors and Africa and the Americas, educational studies, and race and ethnic studies concentrations. Prerequisite: FYW.","['ALS-L', 'MCD']",NA,"",NA,"['Joan Hepburn']",200,"['RML 515', 'RML 515']","Am Racial/Multi Lit","",205,"False","Prerequisite: FYW.","",1,"C",20161,"['T 0935-1100', 'Th 0930-1050']","American Racial and Multicultural Literatures","Research",2016,30
"102",105202,1,577,"['HIST']","This course examines the development of American culture and society from the Columbian encounter through the Civil War. Topics include the interaction of Europeans, Africans, and indigenous peoples in early America; the social development of the British colonies; the evolution of American slavery; the Revolution and the Constitution; industrialization, expansion, and reform in the 19th century; and the Civil War. Offered annually. Counts toward American studies major.","['HWC', 'MCD']",NA,"",NA,"['Edward P. Pompeian']",100,"['OM 030']","America to 1865","",198,"False","False","A",1,"C",20161,"['MWF 0905-1000']","American History to 1865","Research",2016,22
"103",105203,1,577,"['HIST']","This course examines the development of American culture and society from the Columbian encounter through the Civil War. Topics include the interaction of Europeans, Africans, and indigenous peoples in early America; the social development of the British colonies; the evolution of American slavery; the Revolution and the Constitution; industrialization, expansion, and reform in the 19th century; and the Civil War. Offered annually. Counts toward American studies major.","['HWC', 'MCD']",NA,"",NA,"['Edward P. Pompeian']",100,"['OM 030']","America to 1865","",198,"False","False","B",1,"C",20161,"['MWF 1045-1140']","American History to 1865","Research",2016,22
"104",105204,1,1103,"['PSCI']","The promise of American politics is the equal freedom of all. How does practice match principles? What roles do class and race play? Do interest groups and political parties foster democracy? This course is designed not only to help students understand American government and politics but also to motivate them to be active and informed participants. Offered annually. Counts toward American studies major.","['HBS', 'MCD']",NA,"",NA,"['Timothy P. Collins']",100,"['TOH 280']","American Politics","This course has class-year limits.",111,"False","False","A",1,"C",20161,"['MWF 1150-1245PM']","","Research",2016,15
"105",105205,1,1103,"['PSCI']","The promise of American politics is the equal freedom of all. How does practice match principles? What roles do class and race play? Do interest groups and political parties foster democracy? This course is designed not only to help students understand American government and politics but also to motivate them to be active and informed participants. Offered annually. Counts toward American studies major.","['HBS', 'MCD']",NA,"",NA,"['Timothy P. Collins']",100,"['TOH 280']","American Politics","This course has class-year limits.",111,"False","False","B",1,"C",20161,"['MWF 1255-0150PM']","","Research",2016,14
"122",105233,1,18779,"['ASIAN']","How do pilgrims, travelers and migrants make sense of their journeys in Asia? Students explore maps, histories, tales, and guides that define Asia today and in years past, including several classic Asian texts; study how cultural, linguistic, economic, religious, social, and political connections and divisions create and sustain communities in Asia; and plan related projects for their Interim course. Offered annually in the fall semester. Prerequisite: CHIN 112 or JAPAN 112 or permission of instructor. Must be accepted into Asian Conversations program to register.","",NA,"",NA,"['Hsiang-Lin Shih', 'Joanne Quimby']",200,"['TOH 112', 'TOH 112']","AsianCon1:MappingJourneys","Registration for this course restricted to those students who have applied to the Asian Conversations program and been accepted into it. Course will also meet in TOH 114.",210,"False","Prerequisite: CHIN 112 or JAPAN 112 or permission of instructor. Must be accepted into Asian Conversations program to register.","",1,"C",20161,"['T 1145-0110PM', 'Th 1245-0205PM']","Asian Conversations I: Mapping Journeys","Research",2016,27
"228",105389,1,1196,"['REL']","This course traces the significance of essential Christian theological doctrines (e.g., God, Christ, sin, salvation) for contemporary understandings of human beings and human behavior. Selected comparisons with alternative and/or complementary views of human nature (for example, philosophical, psychological, sociological, literary) are also included. Prerequisite: BTS-B.","['BTS-T']",NA,"",NA,"['Peder J. Jothen']",200,"['OM 310']","Chr Theol/Human Exist","",208,"False","Prerequisite: BTS-B.","",1,"O",20161,"['MWF 0905-1000']","Christian Theology and Human Existence","Research",2016,17
"230",105391,1,621,"['HIST']","In studying the impact of the Civil War era on American society and politics, students focus on slavery, emancipation, and race relations. They also address the impact of industrialization on northern society, encompassing immigration and nativism, the westward movement, and the dispossession of Native Americans. The course situates the dramatic political and military events of the era in the wider evolution of American life. Offered annually. Counts toward American studies and race and ethnic studies majors and race and ethnic studies and Africa and the Americas concentrations.","['HWC', 'MCD']",NA,"",NA,"['Michael Fitzgerald']",200,"['RNS 150']","Civil War/Reconstruct","",288,"False","False","",1,"C",20161,"['MWF 1255-0150PM']","America in the Civil War and Reconstruction Era","Research",2016,23
"243",105418,1,21544,"['HIST']","This seminar examines one of history's most dramatic episodes: the Spanish conquest and colonization of Mexico. Through the reading of manifestos, letters, and chronicles of the period, students examine such topics as European and indigenous perceptions of the conquest, the role of missionaries, native efforts to resist Spanish domination, the ecological/biological consequences of 1492, and subsequent debates over the morality and meaning of the conquest. Offered periodically. Counts toward the History and Latin American Studies major, and the Latin American Studies concentration.","['MCG', 'WRI']",NA,"",NA,"['Jeane DeLaney']",100,"['CAD 202']","Conquest and Colonization","Open to first-year students only.",126,"False","False","",1,"C",20161,"['MWF 1150-1245PM']","","Research",2016,0
"252",105431,1,176,"['AMCON']","Spanning two centuries, from the founding of the colonies to the close of the Civil War, this course begins the discussion of questions central to the entire sequence: ""What is an American?"" ""What does it mean to be free?"" Students explore the institutions, images, and stories of Euro-Americans, African Americans, and Native Americans. Topics and texts range from the Declaration of Independence and Thomas Jefferson's architecture to the Narrative of the Life of Frederick Douglass and the coming of the Civil War. Offered annually in the fall semester. Counts toward American studies major.","",NA,"",NA,"['Eric J. Fure-Slocum', 'Colin Wells']",100,"['RML 420']","Declaring Independence: 1607-1865","Open to American Conversations students only. This course includes an academic civic engagement (ACE) component.",101,"False","False","A",1,"C",20161,"['MWF 1255-0150PM']","Declaring Independence, 1607-1865","Research",2016,0
"253",105432,1,176,"['AMCON']","Spanning two centuries, from the founding of the colonies to the close of the Civil War, this course begins the discussion of questions central to the entire sequence: ""What is an American?"" ""What does it mean to be free?"" Students explore the institutions, images, and stories of Euro-Americans, African Americans, and Native Americans. Topics and texts range from the Declaration of Independence and Thomas Jefferson's architecture to the Narrative of the Life of Frederick Douglass and the coming of the Civil War. Offered annually in the fall semester. Counts toward American studies major.","",NA,"",NA,"['Eric J. Fure-Slocum', 'Colin Wells']",100,"['RML 515']","Declaring Independence: 1607-1865","Open to American Conversations students only. This course includes an academic civic engagement (ACE) component.",101,"False","False","B",1,"C",20161,"['MWF 1255-0150PM']","Declaring Independence, 1607-1865","Research",2016,0
"254",105435,1,1168,"['PSYCH']","This course helps students better understand human development from the moment of conception and across the life span. The course focuses on biological and environmental factors that shape human development. Major changes in physical, cognitive, personality and social development are discussed. Offered each semester. Counts toward exercise science, nursing, social work, and women's and gender studies majors and educational studies, family studies, and women's and gender studies concentrations. Prerequisite: PSYCH 125.","['HBS']",NA,"",NA,"['Anna E. Johnson']",200,"['RNS 208']","Developmental Psych","",241,"False","Prerequisite: PSYCH 125.","A",1,"C",20161,"['MWF 1150-1245PM']","Developmental Psychology","Research",2016,28
"255",105436,1,1168,"['PSYCH']","This course helps students better understand human development from the moment of conception and across the life span. The course focuses on biological and environmental factors that shape human development. Major changes in physical, cognitive, personality and social development are discussed. Offered each semester. Counts toward exercise science, nursing, social work, and women's and gender studies majors and educational studies, family studies, and women's and gender studies concentrations. Prerequisite: PSYCH 125.","['HBS']",NA,"",NA,"['Anna E. Johnson']",200,"['RNS 208']","Developmental Psych","",241,"False","Prerequisite: PSYCH 125.","B",1,"C",20161,"['MWF 1255-0150PM']","Developmental Psychology","Research",2016,28
"256",105437,1,1168,"['PSYCH']","This course helps students better understand human development from the moment of conception and across the life span. The course focuses on biological and environmental factors that shape human development. Major changes in physical, cognitive, personality and social development are discussed. Offered each semester. Counts toward exercise science, nursing, social work, and women's and gender studies majors and educational studies, family studies, and women's and gender studies concentrations. Prerequisite: PSYCH 125.","['HBS']",NA,"",NA,"['Anna E. Johnson']",200,"['RNS 208']","Developmental Psych","",241,"False","Prerequisite: PSYCH 125.","C",1,"C",20161,"['MWF 0200-0255PM']","Developmental Psychology","Research",2016,20
"275",105463,1,17247,"['EDUC']","This course focuses on issues surrounding first and second language acquisition in children and adults. It examines socio-cultural, linguistic, and psychological factors that affect language learning, cultural identity, and school performance, highlighting political influences on the education of linguistic minorities. This is a theory and foundations course required for students seeking MN teaching licensure in ESL; it is also relevant for students who wish to teach English as a foreign language abroad. Required 20-hour field experience. Offered annually in the fall semester. Counts toward race and ethnic studies major and concentration and linguistic studies concentration.","['MCD']",NA,"",NA,"['Jill A. Watson']",200,"['TOH 214', 'TOH 214']","English Language Learners","",246,"False","False","",1,"O",20161,"['T 0800-0925', 'Th 0800-0920']","English Language Learners: Issues in Education","Research",2016,13
"280",105473,1,573,"['HIST']","This course surveys Western history and culture from its origins in the Ancient Near East to the Italian Renaissance. Topics include the ancient world, the beginnings of Christianity, the emergence and disintegration of Rome as a unifying power, the Middle Ages, and the Renaissance. Through original texts and historical studies, students will explore relationships among religions, states, and societies and views of natural environments, family life, and gender roles. Offered annually. Counts toward ancient studies and medieval studies majors.","['HWC']",NA,"",NA,"['Kevin Mummey']",100,"['OM 020']","Europe from Ancients to Renaissance","",190,"False","False","",1,"C",20161,"['MWF 1045-1140']","Europe from the Ancients to the Renaissance","Research",2016,27
"312",105511,1,24363,"['EDUC']","This introductory course addresses the educational experience in the United States with specific focus on the experience of non-dominant groups within the U.S. Students examine the philosophy, history, politics, and sociology of the U.S. educational system. Topics are addressed through a central text as well as current literature and supplementary readings, highlighting the interaction of schools and communities. Students gain practical experience in aneducational setting through a required field experience. In a final project, students develop and express their own philosophy of education based on their particular area of interest. Required 20-hour field experience. Offered annually. Counts toward American studies major and race and ethnic studies major and concentration.","['MCD']",NA,"",NA,"['Anthony Taylor']",200,"['TOH 214']","Foundations in Education","",260,"False","False","",1,"O",20161,"['MWF 1255-0150PM']","","Research",2016,11
"315",105522,1,1330,"['SPAN']","Students explore the topic of family and society in the Spanish-speaking world and develop critical reading skills by analyzing cultural documents (literary and non-literary texts, including at least one substantive literary work). This cultural analysis provides for extensive writing (e.g., description, narration, exposition, and argumentation). Taught in Spanish. Offered each semester. Counts toward women's and gender studies and Latin American studies majors and family studies, management studies, and women's and gender studies concentrations. Prerequisite: SPAN 232 or placement into SPAN 250.","['FOL-S', 'WRI']",NA,"",NA,"['Leon Narvaez']",200,"['TOH 314', 'TOH 314']","Gateway Spanish-Speaking World","Prerequisite: Completion of Spanish placement test or preceding course.",250,"False","Prerequisite: SPAN 232 or placement into SPAN 250.","B",1,"C",20161,"['T 0935-1100', 'Th 0930-1050']","Gateway to the Spanish-Speaking World","Research",2016,9
"316",105523,1,1330,"['SPAN']","Students explore the topic of family and society in the Spanish-speaking world and develop critical reading skills by analyzing cultural documents (literary and non-literary texts, including at least one substantive literary work). This cultural analysis provides for extensive writing (e.g., description, narration, exposition, and argumentation). Taught in Spanish. Offered each semester. Counts toward women's and gender studies and Latin American studies majors and family studies, management studies, and women's and gender studies concentrations. Prerequisite: SPAN 232 or placement into SPAN 250.","['FOL-S', 'WRI']",NA,"",NA,"['Kris A. Cropsey']",200,"['TOH 314', 'TOH 314']","Gateway Spanish-Speaking World","Prerequisite: Completion of Spanish placement test or preceding course.",250,"False","Prerequisite: SPAN 232 or placement into SPAN 250.","C",1,"C",20161,"['T 1145-0110PM', 'Th 1245-0205PM']","Gateway to the Spanish-Speaking World","Research",2016,10
"317",105524,1,1330,"['SPAN']","Students explore the topic of family and society in the Spanish-speaking world and develop critical reading skills by analyzing cultural documents (literary and non-literary texts, including at least one substantive literary work). This cultural analysis provides for extensive writing (e.g., description, narration, exposition, and argumentation). Taught in Spanish. Offered each semester. Counts toward women's and gender studies and Latin American studies majors and family studies, management studies, and women's and gender studies concentrations. Prerequisite: SPAN 232 or placement into SPAN 250.","['FOL-S', 'WRI']",NA,"",NA,"['Leon Narvaez']",200,"['TOH 314', 'TOH 314']","Gateway Spanish-Speaking World","Prerequisite: Completion of Spanish placement test or preceding course.",250,"False","Prerequisite: SPAN 232 or placement into SPAN 250.","A",1,"C",20161,"['T 0800-0925', 'Th 0800-0920']","Gateway to the Spanish-Speaking World","Research",2016,4
"338",105565,1,1335,"['SPAN']","Students examine the diverse elements that have shaped Spanish culture through an exploration of political, social, economic, religious, and artistic topics. They develop critical analysis skills through reading, discussion, and written and/or oral projects. This course includes the study of selected literary and non-literary texts, including at least one substantive literary work. Taught in Spanish. Counts toward Latin American studies major. Prerequisite: SPAN 250.","",NA,"",NA,"[""Jonathan P. O'Conner""]",200,"['TB 227']","Heritage Spain","Course focus: Conquest of The Americas.",271,"False","Prerequisite: SPAN 250.","",1,"C",20161,"['MWF 1255-0150PM']","Cultural Heritage of Spain","Research",2016,16
"339",105566,1,1337,"['SPAN']","Students examine the diverse elements that have shaped the cultures of U.S. Hispanics through an exploration of political, social, economic, religious, and artistic topics. They develop skills in critical analysis through reading, discussion, and written and/or oral projects. The course features the study of selected literary and non-literary texts, including at least one substantive literary work. Taught in Spanish. Counts toward race and ethnic studies major and concentration. Prerequisite: SPAN 250.","['MCD']",NA,"",NA,"['Kristina Medina-Vilarino']",200,"['TOH 153', 'TOH 153']","Heritage/Hispanic US","Course focus: Narratives of Home. This course includes an academic civic engagement (ACE) component.",273,"False","Prerequisite: SPAN 250.","",1,"C",20161,"['T 0935-1100', 'Th 0930-1050']","Cultural Heritage of the Hispanic U.S.","Research",2016,15
"359",105596,1,499,"['ID']","This course provides an examination and application of the key content, skills, and perspectives of human geography. The lens of the geographer focuses on the spatial distribution of phenomena over the surface of the earth, asking the questions ""where?"" and ""why there?"". The practices and skills of geography are used to investigate a variety of issues in the Middle East, including environmental problems, the culture and management of sacred places, and the reasons for war and the need for peace. Counts toward environmental studies major (social science emphasis) and middle eastern studies concentration.","['HBS', 'MCG']",NA,"",NA,"['Robert W. McClure']",200,"['TOH 210', 'TOH 210']","Human Geography of the Middle East","",234,"False","False","",1,"O",20161,"['T 0935-1100', 'Th 0930-1050']","","Research",2016,25
